ID,Station,City,Domain,Total Projects,Tags,Description,Project Domain,Title
7073,Engati Technologies Private Limited - Product Management,Bengaluru,CSIS/IT,1,"AnyA1,AB,A8,A7,A4,A3,A2,A1,AnyAD,AnyAB,AnyAA,AnyA8,AnyA7,AnyA4,AnyA3,AnyA2,AA,AD","Title: Product Strategy and Roadmap for Conversational AI PlatformDescription: Build out a comprehensive and competitive strategy and roadmap for Engati’s Conversational AI Platform to achieve maximum growth in verticals like healthcare, fintech, edtech, travel and hospitality sectors.Required Skills &amp; Traits: Product thinking, AI Engineering, Strong interest in business problem solutions, Markets &amp; competitive analysisExpected Outcomes: Deliver a strategy document, build and execute product roadmap and key product requirements for 1 year, work with customers/customer teams to make sure adoption of the product features built.Specific courses required for project execution: AI electives, management electives.",Product Management,Product Strategy and Roadmap for Conversational AI Platform
6420,Ennoventure Bengaluru,Bengaluru,Electronics,1,Any,Details awaited,Yet to be finalized,Details awaited
7236,Ericsson R and D,Bengaluru,Electronics,2,"AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,A8,AA,AnyA3,AnyA7,AnyA8,AnyAA,A3,A7,A8,AA","Title: Projects in AI and MLDescription:Responsible for development, support, maintenance and implementation of small to mediumnon-complex components of a project module, including GUI or Web UI applications.Works on problems of limited scope, through usage of standard programming concepts andprinciples.Works under supervision/ guidance with frequent review of accomplished objectives. Participates on a project team of engineers involved in software development.Designs, develops, enhances, maintains and documents assigned modules of a comprehensive product suite.Create tool chains for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.Work with data and machine learning experts to strive for greater functionality in our data andmodel life cycle management systems.Produces code within quality and coding standards following standard coding design processes and procedures/guidelines.Develops basic understanding of current product suite and provides ideas for improvement.Develops well-defined modules; and performs well-defined unit, product level and dev. tests.Carries out other related tasks and projects as required.Makes routine technical decision with clearly defined parameters but consults with otherdevelopers or Senior Engineers.Follows specific, detailed instructions and or/or standard practices and policies.Demonstrates self-organizational and planning skills.Skill sets:Strong/solid grasp of software design/development and debugging skills of assigned modules of a comprehensive product suite.Requires theoretical and working knowledge of programming and scripting languagesExpected to develop domain knowledge along with technical/ proprietary skills.Good grasp of software design/development and debugging skills of assigned modulesExposure to any of the following would be a plus:Hadoop, Spark, Kafka,Relational SQL and NoSQL databases, including Postgres and Cassandra.Object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.Strong analytic skills related to working with unstructured datasets.Exposure to GUI / Web UI technologies.Familiar with agile development and lean principles.Contributor or owner of GitHub repo.Experience supporting and working with cross-functional teams in a dynamic environment.Good communication skills in written and spoken EnglishCreativity and ability to formulate problems and solve them independentlyExpected learning: As an Intern, you shall be a part of our growing team of Data Scientists, Data Engineers, ML Engineers and Software Engineers. You shall support our software developers, database architects, data analysts and data scientists on the ongoing projects in AI/MLSpecific courses required for project execution: AI and ML,Title: Software DevelopmentDescription: As an Intern, you shall be a part of our growing team of Product Development Software Engineers. You shall support our software developers, network architects, analysts and data scientists on the ongoing projects.Key Responsibilities:Development, support, maintenance and implementation of small to medium non-complex components of a project module.Work on problems of limited scope, through usage of standard programming concepts and principles.Work under supervision/ guidance with frequent review of accomplished objectives. Participate on a project team of engineers involved in software development.Design, develop, enhance, maintain and document assigned modules of a product suite.Produce code within quality and coding standards following standard coding design processes and procedures/guidelines.Develop basic understanding of current product suite and provide ideas for improvement.Develop well-defined modules; and perform well-defined unit, product level and dev. tests.Carry out other related tasks and projects as required.Make routine technical decisions with clearly defined parameters but consult with other developers or Senior Engineers or Managers.Demonstrate self-organizational and planning skills.Required Skills &amp; Traits:Strong/solid grasp of software design/development and debugging skills of assigned modules of a comprehensive product suite.Theoretical and working knowledge of programming languages – Java/C++/Python [ For specific positions, there could be specific requirements, on a case basis.]Expected Outcomes:Expected to develop domain knowledge along with technical / proprietary skills.Good grasp of software design/development and debugging skills of assigned modules.Good communication skills in written and spoken EnglishCreativity and ability to formulate problems and solve them independently.","AI & ML,Software Development","Projects in AI and ML,Software Development"
5754,"Ernst & Young LLP, Gurugram",Gurgaon,Finance and Mgmt,5,"Any,Any,Any,Any,Any","Title: Business ValuationDescription: Understanding of valuation methodologies and ability to build models for businessentities/assets. You will analyze financial statements, assess market conditions, and apply valuationmethodologies such as discounted cash flow (DCF), comparable company analysis, and precedenttransactions. The role will involve collaborating with cross-functional teams to provide insights that drivestrategic decision-making and support mergers and acquisitions, financial reporting, and investmentanalysis.Skill sets: Proficiency in Excel and financial modelling, Knowledge of valuation techniques andmethodologies, Familiarity with VBA, Power BI, and PythonTraits expectation: Strategic insight, Financial acumen, Interpersonal and Communication Skills,Adaptability and Continuous LearningExpected learning: Understanding of business valuation principles and practicesSpecific courses required for project execution: Fundamentals of Finance, Business Analysis andValuation, Financial Statement Analysis, Corporate Finance, Mergers and Acquisitions, AdvancedFinancial Modeling,Title: Real Estate ValuationDescription: Understanding of valuation methodologies and ability to build models for real estate assets.You will analyze financial statements, assess market conditions, and apply valuation methodologies suchas discounted cash flow (DCF), comparable company analysis, and precedent transactions. The role willinvolve collaborating with cross-functional teams to provide insights that drive strategic decision-makingand support mergers and acquisitions, financial reporting, and investment analysis.Skill sets: Proficiency in Excel and financial modelling, Knowledge of valuation techniques andmethodologies, Familiarity with VBA, Power BI, and PythonTraits expectation: Strategic insight, Financial acumen, Interpersonal and Communication Skills,Adaptability and Continuous LearningExpected learning: Understanding of real estate valuation principles and practicesSpecific courses required for project execution: Fundamentals of Finance, Business Analysis andValuation, Financial Statement Analysis, Corporate Finance, Mergers and Acquisitions, AdvancedFinancial Modeling,Title: TD Analytics – exit readinessDescription: Develop cloud-based solutions for exit r readiness projects leveraging technologies likeSQL, Python, Azure and AI. Also work on TD analytics projects.Skill sets: SQL, Python, Azure and AITraits expectation: Strategic insight, Financial acumen, Interpersonal and Communication Skills,Adaptability and Continuous LearningExpected learning: Transactions, M&amp;A, Financial analyticsSpecific courses required for project execution: Python, Data Analytics, AI. Azure,Title: Complex Securities ValuationDescription: Develop models to value a variety of financial instruments and to study various businesssituations, using option pricing theory, fixed income and structured finance models, Monte Carlosimulation, statistical analysis, optimization, decision analysis and other techniques from the financialengineering or decision sciences literature.Skill sets: Excel, VBA , Python (Preferred)Expected learning: Understanding of securities and valuationSpecific courses required for project execution: Fundamentals of Finance, Business Analysis andValuation, Derivatives and Risk Management, Securities Analysis and Portfolio Management,Microeconomics, Financial Engineering, Econometrics + Math I + Math II and Math III,Title: Business Modelling - Sector modelsDescription: Build and review models in the line of corporate finance activities such as M&amp;A,Transactions, project valuations, etc. for all sectors. Build business models specific to client requirementsand help them in taking strategic decisions.Skill sets: Data Analytics, Excel, PythonExpected learning: Business, sector and financial modellingSpecific courses required for project execution: Principles of Economics, Data Analytics, Excel,Python","Yet to be finalized,Valuation,Finance","Business Valuation,Real Estate Valuation,TD Analytics – exit readiness,Complex Securities Valuation,Business Modelling - Sector models"
7261,Eureka Forbes Ltd - Chemical,Bengaluru,Chemical,1,Any,"Description: The project scope for developing control release kinetics for various formulation and develop a prediction model and undersatnding of media for EOL.Skill sets: chemistry, experimental and data modelingTraits expectation Communication, Inclination towards R&amp;D, Innovation Oriented, Attention to Detail, Critical Thinking, Quick LearnerExpected learning: Modelling of control release of media and prediction&nbsp;Specific courses required for project execution: Basic ceramic and chemical understanding",Chemical,Title: Control release profile of value added media
6624,Eureka Forbes Ltd - Computer Science,Gurgaon,CSIS/IT,2,"Any,Any","Description: To develop Python-based ETL (Extract, Transform, Load) jobs to fetch data using APIs, apply necessary transformations, and store it in appropriate data stores. The role also includes preparing data for dashboard reporting and analytics.Skill sets: Proficiency in Python, Strong SQL knowledge, Exposure to any cloud platformTraits expectation: Willingness to learn and explore, attention to detail, strong analytical and problem-solving skills and good communication and collaboration abilities&nbsp;Expected learning: Hands-on experience in building end-to-end ETL pipelines, working with data transformation and cleansing using Python, and writing complex SQL queries. And will also gain practical exposure to real-world data workflows and cloud-based data integration.Specific courses required for project execution:&nbsp; NA,Description: To empower client with enhanced digital version.1. Supporting end-to-end digital interaction to support Virtual calls and successive operation digitization.2. Offering comprehensive service/AMC plans with relocation/transfer.3. Build/optimize Realtime tracking for purchase/return/repair/replacement/Virtual calls.4. Building A/B testing model to identify feature efficacy.5. Tracking KPIs and dasboard for impact and monitoring.&nbsp;Skill sets: roficiency in Java/Postgres/Redis/Azure and Flutter/next.js will be good to haveTraits expectation: Willingness to explore and learn by failing, accountability/agilityExpected learning: In-hand experience to build industry standard, highly scalable and extensive solutions, building analytical skills.&nbsp;Specific courses required for project execution:&nbsp; NA",Computer Science,"Title: ETL for archival and dashboards,Title: Digital empowerment 2.0 - more Intutiveness/Stability/robustness "
6335,Eureka Forbes Ltd - Data Analytics,Mumbai,CSIS/IT,1,Any,"Description: 1. create dashboard analysing and providing insights on incentive earning, attrition and productivity across channels, regions and levels of employee population. Providing insights through dashboard to drive decision making2. Chatbot for HR policy - create chatbot trained on the HR policies that can respond to employee queries3. Identify opportunities of automation in HR processes to improve efficiency, accuracy and save manhoursSkill sets: Python, Excel, Macros in Excel, PowerBI, any past experience on automation projectTraits expectation: Data-driven decision-making, creative problem-solving, effective collaboration and communication, attention to detail, adaptability, learning agility, and a proactive approach to ownership and initiativeExpected learning: Advanced analytics and automation skills, experience in AI-driven chatbot development, expertise in stakeholder management, strategic thinking abilities, and end-to-end project delivery experience, ensuring impactful contributions to organizational goals.&nbsp;Specific courses required for project execution:&nbsp; NA","Data Analytics,Analytics","Title: Analytics and automation projects on employee incentive earning, productivity, attrition and enhancing employee experience"
7263,Eureka Forbes Ltd - Data Science,Bengaluru,Chemical,2,"Any,Any","Description: Analyze service ecosystem data to detect fraud patterns, identify high-risk partners, and prevent revenue leakage. Deliverables include anomaly detection reports, partner-level fraud dashboards, and policy recommendations to strengthen internal controls.&nbsp;Skill sets: SQL, Python (Pandas, Scikit-learn),Power BI,Excel, Statistics, Basic ML&nbsp;Traits expectation: Strong analytical thinking and problem-solving, Attention to detail and data accuracy, Proactive attitude and ability to work independently, Ethical mindset and confidentiality&amp; Clear communication of insights to business stakeholders&nbsp;Expected learning: Real-world application of fraud detection techniques, exposure to large-scale service and transaction data, Practical understanding of data cleaning, feature engineering, and business logic building, how to convert analytical insights into operational improvements &amp; Cross-functional collaboration with fraud control and business teamsSpecific courses required for project execution:&nbsp; NA,Description: Analyze post-sales service data to identify aftermarket revenue opportunities and increase customer lifetime value for EFL products. Deliverables include customer segmentation, service usage analysis, upsell/cross-sell strategy recommendations, and CLTV improvement dashboards.&nbsp;Skill sets: SQL, Python(Pandas, Scikit-learn),Power BI,Excel, Statistics, Basic ML&nbsp;Traits expectation: Customer-centric thinking and business acumen, strong data interpretation skills, problem-solving with a growth mindset, effective collaboration with marketing and service teams, clear articulation of insights and recommendationsExpected learning: End-to-end lifecycle analysis of a customer in a service ecosystem, application of CLTV modeling in real business scenarios, insights into customer retention, upselling, and aftermarket strategy, understanding of data-driven decision-making in customer success, experience working on cross-functional initiatives tied to revenue growth.Specific courses required for project execution: NA",Data Science,"Title: Fraud Detection and leakage prevention - Analyzing fraud patterns in EFL's service ecosystem and identify fraudulent partners and bad players,Title: Customer lifetime value improvement - improving CLTV for EFL by looking at after market opportunities on service for EFL products "
5269,Eureka Forbes Ltd - Embedded Systems,Bengaluru,CSIS/IT,1,Any,"Description: Support Team in Firmware Development Activities, Software Debugging, Sensor Calibration &amp; Unit TestingSkill sets: Embedded C, Firmware Development, Communication Protocols, ESPIDF, Keil uVisionTraits expectation: Communication, Inclination towards R&amp;D, Innovation Oriented, Attention to Detail, Critical Thinking, Quick LearnerExpected learning: Firmware Development, IOT, RTOS, Unit TestingSpecific courses required for project execution: Embedded C, Microcontroller Architecture, IOT Framework",Embedded Systems,Title: Software Design of Electronic Water Purifier
7262,Eureka Forbes Ltd - Mechanical,Bengaluru,Chemical,1,Any,"Description: Conceptualise, design and development of cost effective joints for water flow lines in water purifier.Skill sets: Adhessive properties, Heat melt joints, Plastic properties, Process Costing etc&nbsp;Traits expectation: Communication, Inclination towards R&amp;D, Innovation Oriented, Attention to Detail, Critical Thinking, Quick Learner&nbsp;Expected learning: Design concepts of food grade/drinking water joints&nbsp;Specific courses required for project execution: NA",Mechanical,Title: Cost effective flow line connections 
7193,Evolve - Non Tech,New Delhi,CSIS/IT,2,"Any,Any","Title: Product Management Intern &nbsp;Description: As a Product Management Intern, you’ll work directly with the founding team to shape features, gather user feedback, analyze data, and iterate rapidly. This is a hands-on opportunity to experience early-stage product development where your contributions will have a real impact.&nbsp;Required Skills &amp; Traits:Strong ownership and initiative to lead campaigns end-to-endKnowledge of Go-To-Market (GTM) strategies and marketing funnelsExperience or strong interest in managing social media platforms (Instagram, LinkedIn, X, etc.)Understanding of digital marketing concepts: SEO, paid ads (Meta/Google), email marketingCreative and analytical mindset — able to experiment, test, and measure growth loopsComfortable working independently and iterating quickly in a startup environment&nbsp;&nbsp;Expected Outcomes:Real-world experience executing GTM strategies for an early-stage productLearn how to design, run, and analyze marketing experiments (organic + paid)Build your portfolio with real results from social media campaigns and user acquisition strategiesGain insight into startup growth metrics and how they influence product decisions&nbsp;Specific courses required for project execution: Marketing, Digital Marketing, Business Strategy, or Entrepreneurship,  Title: Web Growth Intern&nbsp;Description : We're looking for a Web Growth Intern to help build and scale our online presence. This role sits at the intersection of marketing, product, and technology — perfect for someone who can think like a marketer and execute like a developer. You’ll support our growth team by building and optimizing landing pages, setting up tracking, automating campaigns, and running A/B experiments.&nbsp;Required Skills &amp; Traits:Frontend development: HTML, CSS, JavaScript (basic to intermediate level)Experience with no-code tools such as WebflowFamiliarity with website analytics (Google Analytics, Tag Manager), A/B testing, and conversion trackingUnderstanding of basic SEO and basic CRO (conversion rate optimization) principlesBonus: Exposure to any marketing platforms (Meta Ads, Google Ads)&nbsp;Expected Outcomes:Learn how no-code tools accelerate product iteration and marketing execution in early-stage startupsDevelop expertise in website performance tracking, funnel optimization, and rapid prototypingGain exposure to real-world go-to-market strategies, landing page design, and lead generation tactics&nbsp;Specific courses required for project execution: Web Development, Growth Marketing, No-Code App Development, Digital Strategy  ",Marketing,"Product Management Intern,Web Growth Intern"
5719,Evolve - Tech,New Delhi,Health Care,1,"AnyA7,A7","  Title: AI Intern &nbsp;Description: As an AI Intern, you will collaborate closely with our founding team to experiment with large language models (LLMs), build prototypes, and contribute to real user-facing features. This is a unique opportunity to apply your AI knowledge in a fast-paced, high-impact environment.Required Skills &amp; Traits:Understanding of large language models (e.g., OpenAI, Claude, Mistral, etc.)Experience with Python and basic APIsFamiliarity with prompt engineering, embeddingsKnowledge of LangChain, Hugging FaceBonus: Previous Experience in deploying AI featuresComfortable working independently and iterating quickly in a startup environment&nbsp;Expected Outcomes:Direct exposure to how AI technologies support early-stage product-market fit (PMF)Hands-on experience integrating large language models (LLMs) into production-ready featuresLearn how to design, prototype, and iterate on AI-powered user experiences using real user dataWork on deploying and testing AI features in a live product environment (e.g., chatbots, personalization, recommendations)Develop practical skills in prompt engineering, API integration, and evaluating model performanceCollaborate closely with product and engineering teams to align technical implementation with user needs and business goals&nbsp;Specific courses required for project execution: Machine Learning, Deep Learning, or Applied AI coursework  ",Back end,AI Intern
5272,"Exobot Dynamics Pvt Ltd,Sonepat",Sonipat,Mechanical,1,Any,Details awaited,Yet to be finalized,Details awaited
7172,FemtoWeb Technologies Pvt Ltd ( Nanonets ),Bengaluru,CSIS/IT,1,Any,"Description: Marketing GTM challenges — looking for capable folks to tackle userinterviews, market research, and marketing collateral for growth.Required Skills &amp; Traits: SQLExpected Outcomes: Growth MetricsSpecific courses required for project execution: NA (Please refer to JD)",Artificial Intelligence,Title: Business Associate Internship
7417,Fine Finish Industries Private Ltd.,Navi Mumbai,Mechanical,1,Any,"Project Brief:1) Researched various antenna types and selected a suitable design based on performance requirements and application.2) Used simulation tools (e.g., HFSS, CST, or MATLAB) to model and analyze antenna performance parameters like gain, bandwidth, and radiation pattern.3) Finalized antenna geometry, dimensions, and materials considering electrical and mechanical properties.4) Created a detailed Bill of Materials (BOM) listing all required components, materials, and specifications for fabrication.5) Ensured design feasibility by estimating cost, sourcing components, and aligning with manufacturing capabilities",Physics,Design of an antenna and  making of Bill of Materials
7417,Fine Finish Industries Private Ltd.,Navi Mumbai,Mechanical,1,"AnyA3,A3","Project Brief	1) Study IEEE 1776 standard and literature to understand thermal evaluation procedures for unsealed windings.2) Selected appropriate winding samples and prepared them according to test specifications.3) Designed the experimental setup to simulate thermal aging and monitor temperature profiles.4) Conducted thermal endurance testing, including temperature cycling and insulation resistance measurement.5) Analyzed data to assess thermal performance and documented results with recommendations for material suitability","Thermal,Electrical",Thermal Evaluation of Unsealed Windings as per IEEE 1776
7417,Fine Finish Industries Private Ltd.,Navi Mumbai,Mechanical,1,"AnyA4,A4",Project Brief:1) Study ASTM D6416 and related literature to design a standardized flexural test method for sandwich composite panels.2) Selected materials and prepared test specimens with precise dimensions and configurations.3) Designed and set up the test fixture to apply distributed load conditions as per standard requirements.4) Conducted flexural testing using a universal testing machine and recorded load-deflection data.&nbsp;5) Analyzed results to determine flexural properties and documented findings with recommendations for method improvement.,Mechanical,Development of test method for Flexural  properties of sandwich composite panels subjected to distributed load as per ASTM: D6416
7417,Fine Finish Industries Private Ltd.,Navi Mumbai,Mechanical,1,Any,"Project Brief:1) Study ASTM D7766 standard and relevant literature to understand damage resistance testing of sandwich composites.2) Selected appropriate sandwich panel materials and prepared specimens according to standard specifications.3) Designed and configured the test setup to apply impact or concentrated loads simulating real-world damage conditions.4) Conducted tests to evaluate damage resistance, including load application, measurement of damage area, and failure analysis.5) Analyzed results, documented observations, and proposed improvements to enhance the reliability of the test method.",Physics,Development of test method for Sandwich  damage resistance testing as per ASTM: D7766
7164,Fintech Blue Solutions Pvt. Ltd. ( turtlemint ),Mumbai,Finance and Mgmt,1,"AnyAA,AA","Description: The project aims to develop a demand analysis and scoring model at the SKU and location level, enabling dynamic payouts with the core objective of optimizing contribution margins. The model will leverage historical sales, external factors, and predictive analytics to guide payout decisions in real-time, enabling a more data-driven, agile, and margin-conscious strategy.Required Skills &amp; Traits: Data Analysis and data scienceExpected Outcomes: Absolute Contribution ImprovementSpecific courses required for project execution: Hypothesis testing, StatisticsDescription: The project is aimed at enhancing accuracy in revenue grids and highlights variances that may impact revenue recognition.By pinpointing mismatches across data sources, it supports timely resolution of issues and enhances revenue accuracy.Required Skills &amp; Traits: Data Analysis&nbsp;Expected Outcomes: Discrepancy TAT reduction from 3 months to 20 daysSpecific courses required for project execution: NA","Cost optimizaton,Manpower Optimization",Title: 1. SKU-specific demand analysis and scoring for Dynamic Payouts 2. Reconciliation of insurer statements and estimated revenue to identify discrepancies
5934,Forus Health Pvt. Ltd.,Bengaluru,Health Care,1,-,-,-,Details awaited
6379,Franklin Templeton - Data Science/Finance,Hyderabad,Finance and Mgmt,1,Any,"Project BriefFine-tune Large Language Models for DAL Chat Bot.Create a feedback loop for Agentic AI using Reinforcement Learning.Develop agents to consume news data related to sectors and companies. Convert text data into features using LLMs.Broad Domain of theprojectAI and Machine learningDiscipline of studyAll with CGPA&gt;8Compensation(Monthly Stipend) INR 50,000 per monthFacilities provided to studentsAccess to library, gym, indoor games (TT, snooker, chess), outdoor games (cricket, football, basketball)Company provided meals - breakfast/lunch/snacks/dinnerCompany provided transport to office",AI & ML,AI/ML for GenAI and Agentic AI product development
6379,Franklin Templeton - Data Science/Finance,Hyderabad,Finance and Mgmt,1,"AnyA7,A7","Project Brief:Data Engineer: Candidates for this role should have knowledge of the databases, SQL and basic python scripting. Selected interns will be assigned to develop the following skills.- Develop database structures- Engineer data extraction using Python scripting- Engineer data integration using SQL scripts- Engineer data exposition using SQL views- Engineer workflow orchestration using AirflowBroad Domain of the projectData EngineeringDiscipline of studyA7 with CGPA &gt;8Compensation (Monthly Stipend)INR 50,000 per monthFacilities provided to studentsAccess to library, gym, indoor games (TT, snooker, chess), outdoor games (cricket, football, basketball)Company provided meals - breakfast/lunch/snacks/dinnerCompany provided transport to office",Data engineering,"Data Engineering : Database Development, ETL with Python and SQL, and  Workflow Automation"
6379,Franklin Templeton - Data Science/Finance,Hyderabad,Finance and Mgmt,1,"AnyA7,A7","Project BriefPlatform Engineer: Candidates for this role should have good knowledge of core Python/Java and understanding of Cloud and API's. Selected interns will be assigned to develop the following skills.- Engineer data platform services using core Python and AWS services- Engineer APIs using Python/Java to enable services for external teamsBroad Domain of the projectPlatform EngineeringDiscipline of studyA7 with CGPA &gt;8Compensation (Monthly Stipend)INR 50,000 per monthFacilities provided to studentsAccess to library, gym, indoor games (TT, snooker, chess), outdoor games (cricket, football, basketball)Company provided meals - breakfast/lunch/snacks/dinnerCompany provided transport to office","Platform development,Data Platfrm",Platform Engineering : Building Data Platform Services on AWS and API  Development
6379,Franklin Templeton - Data Science/Finance,Hyderabad,Finance and Mgmt,1,"A7,AnyA7","Project BriefML Ops Engineer: Candidates for this role should have knowledge of python scripting and understanding of machine learning. Selected interns will beassigned to develop the following skills.- Develop ML workflows using Python scripts and Databricks services- Engineer workflow orchestration using AirflowBroad Domain of the projectMLOps EngineeringDiscipline of studyA7 with CGPA &gt;8Compensation (Monthly Stipend)INR 50,000 per monthFacilities provided to studentsAccess to library, gym, indoor games (TT, snooker, chess), outdoor games (cricket, football, basketball)Company provided meals - breakfast/lunch/snacks/dinnerCompany provided transport to office",Machine Learning,MLOps Engineering : Building ML Workflows with Databricks and Airflow
4743,Frontier Tower Associates Philippines Inc.,Bengaluru,Electronics,1,Any,Details awaited,Yet to be finalized,Details awaited
7384,Frost & Sullivan,Chennai,Finance and Mgmt,1,Any,"    Project Brief 1. Conduct secondary research using Frost &amp; Sullivan resources, web-based and printed publications, and other available sources of information 2. Develop quantitative and qualitative market analyses, focusing on market drivers and restraints, market and technology trends, market growth metrics and competitive dynamics 3. Draw powerful conclusions and provide growth strategy recommendations to clients based on available research and market expertise    Broad Domain of the project Market intelligence, advisory, business support   Discipline of study All- since we have multiple practice areas   Skill sets (Minor certificates) Strong written and verbal communication skills •	Creative thinker with attention to detail and ability to manage multiple tasks ",Yet to be finalized,"Conduct secondary research using Frost & Sullivan resources, web-based and printed publications, and other available sources of information"
5590,Genpact-Bengaluru,PAN India,Finance and Mgmt,1,"AnyA3,AnyAA,AnyA8,A3,AA,A8",Description:&nbsp;Required Skills &amp; Traits:&nbsp;Expected Outcomes:&nbsp;Specific courses required for project execution:&nbsp; B.Tech Circuit Branch,"AI,AI & ML",Title: R&D on Artificial Intelligence and Machine Learning 
5584,Genpact-Gurgaon,Gurgaon,CSIS/IT,1,"AnyA3,AnyA8,AnyAA,A3,AA,A8",Description:&nbsp;Required Skills &amp; Traits:&nbsp;Expected Outcomes:&nbsp;Specific courses required for project execution:&nbsp; B.Tech Circuit Branch,"Artificial Intelligence,Machine Learning",Title: R&D on Artificial Intelligence and Machine Learning 
7089,Giga Health - Finance,Bengaluru,Health Care,1,Any,"Title: Healthcare Investment Banking Intern (Hospitals, Clinics &amp; Diagnostics)Description: We are inviting applications for a 6-month, full-time on-site internship in our Healthcare Investment Banking team, focused exclusively on the hospital, clinic, and diagnostic chain space. This opportunity is designed for exceptional students from top-tier Indian engineering or MBA institutes who are eager to gain hands-on experience in the niche and rapidly evolving healthcare services sector. Interns will work closely with senior bankers on live transactions involving M&amp;A, strategic advisory, and capital raising. You’ll get the opportunity to deep dive into one of the most dynamic sectors, contributing to decision-making for major healthcare providers and investors.Required Skills &amp; Traits:1) Expertise in financial modelling and understanding of accounting fundamentals 2) Proficiency in MS Excel and PowerPoint 3) Excellent verbal and written communication skills 4) Strong analytical thinking and attention to detail 5) Ability to work independently and within a team under tight timelinesExpected Outcomes: 1) Conduct financial analysis and build detailed financial models (P&amp;L, Balance Sheet, Cash Flow) from scratch 2) Perform ratio analysis and interpret financial statements to evaluate business performance 3) Research industry trends and analyze market opportunities specifically in hospitals, clinics, and diagnostic chains 4) Create and deliver investment decks, information memoranda, pitchbooks, and client-ready presentations 5) Support deal execution and due diligence processes; interact with clients and stakeholders under the guidance of senior team members 6) Exhibit strong analytical and problem-solving abilities to derive insights and strategic recommendations 7) Communicate effectively with internal and external stakeholders; prepare high-quality reports and communication materials 8) Be presentable, assertive, and confident in interactions across all levels of hierarchy 9) Use advanced Excel and PowerPoint skills to create professional-grade models and presentations 10) Show adaptability in fast-paced, high-pressure environments and maintain excellent work ethicsSpecific courses required for project execution: FRAM, SAPM, BAB, FOFA, FM . DRM",Finance,"Healthcare Investment Banking Intern (Hospitals, Clinics & Diagnostics)"
7090,Giga Health - Healthcare,Bengaluru,Health Care,1,Any,"Title: Operations InternDescription: As an Operations Intern at Giga Health, you will play a crucial role in delivering seamless, patient-first service during the hospitalization journey. Working closely with the Operations and Patient Services teams, you will assist in coordinating hospital admissions, managing logistics, supporting insurance processes, and ensuring a smooth experience for patients and their families.This internship offers hands-on experience in healthcare operations within a fast-growing health-tech startup. You’ll gain insights into hospital workflows, insurance procedures, and customer engagement, while actively contributing to improving healthcare delivery in India.Required Skills &amp; Traits:1) Strong verbal and written communication abilities in English2) Ability to manage multiple tasks and prioritize effectively.3) Familiarity with Microsoft Office Suite (Word, Excel, PowerPoint)4) Empathetic and PunctualExpected Outcomes:1) Hospitalization Coordination2) Client Communication3) Data Management - Maintain accurate records of patient interactions and service metrics.4) Solve day to day logistics requests",Healthcare,Operations Intern
7181,Giga Health - Product,Bengaluru,Health Care,1,Any,"Description: As a Product Management Intern at Giga Health, you will collaborate withcross-functional teams to enhance and build new features within our healthcareconcierge platform. You will work closely with design, engineering, and operations toidentify user needs, define product requirements, and ensure timely delivery of solutionsthat improve patient experience. This role is ideal for individuals passionate abouthealthcare innovation, problem-solving, and using technology to improve access andexperience in hospitals.Required Skills &amp; Traits:Analytical Thinking: Ability to analyze user behavior and translate insights intoactionable product improvements.Technical Understanding: Familiarity with product development cycles, wireframingtools (e.g., Figma), and basic understanding of APIs or SaaS platforms.Communication Skills: Strong written and verbal communication to articulate ideas,write clear user stories, and coordinate across teams.Project Management: Ability to prioritize tasks, manage timelines, and work in an agileor iterative product environment.Expected Outcomes:Feature Ownership: Support the design and launch of new features focused onstreamlining hospital processes or improving patient experience.Product Documentation: Maintain clear product specs, user stories, and feedback logsto aid development and QA teams.User Insights: Conduct user interviews, surveys, or data analysis to identify pain pointsand opportunity areas.Cross-Functional Collaboration: Work closely with operations, engineering, anddesign to ensure product changes align with real-world needs.Specific courses required for project execution: Any",Product Management,Title: Product Management Intern
6878,GJ-Map Solutions,Udaipur,CSIS/IT,1,"AnyA3,AnyA7,AnyAA,A7,AA,A3",Description:&nbsp;Required Skills &amp; Traits:Expected Outcomes:Specific courses required for project execution:,Software Domain,Title: ReactJS
6878,GJ-Map Solutions,Udaipur,CSIS/IT,1,"AnyA3,AnyA7,AnyAA,A3,A7,AA",Description:&nbsp;Required Skills &amp; Traits:Expected Outcomes:Specific courses required for project execution:&nbsp;,"Python,Software Domain",Title: Python
6878,GJ-Map Solutions,Udaipur,CSIS/IT,1,"AnyA3,AnyA7,AnyAA,A3,A7,AA",Description:&nbsp;Required Skills &amp; Traits:Expected Outcomes:Specific courses required for project execution:,Software Domain,Title: C#
